partNumber,Vendor,EffectiveDate,Meter Category,Instance Series,Instance Name,vCPU,RAM,Temporary Storage,Temporary Storage Type,Instance Family,Size,Tenancy,Reservation Type,Reservation Length,Meter Region,Operating System,Licence Model,Azure Environment,Azure Priority,Azure Source,Azure Hosting Type,Pricing ,Unit,Rate,Currency,Normalised Rate,Description
Q99PK9VU3DN6XFZ3.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.medium,1.00,2.00,0.00,EBS only,General purpose,1c / 2 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.018 ,USD, $0.02 ,
Q99PK9VU3DN6XFZ3.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.medium,1.00,2.00,0.00,EBS only,General purpose,1c / 2 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.035 ,USD, $0.04 ,
EARCM434M9WDGB2U.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.398 ,USD, $0.49 ,
EARCM434M9WDGB2U.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.305 ,USD, $0.38 ,
EARCM434M9WDGB2U.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.683 ,USD, $0.84 ,
QQDCZ4ATMZDB5RTF.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.338 ,USD, $0.42 ,
QQDCZ4ATMZDB5RTF.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.251 ,USD, $0.31 ,
QQDCZ4ATMZDB5RTF.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.533 ,USD, $0.66 ,
R3J2Y2TM9SA7C3PF.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.398 ,USD, $0.49 ,
R3J2Y2TM9SA7C3PF.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.305 ,USD, $0.38 ,
R3J2Y2TM9SA7C3PF.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.683 ,USD, $0.84 ,
RFUCD9DSPCGWVU9E.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.468 ,USD, $0.58 ,
RFUCD9DSPCGWVU9E.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.381 ,USD, $0.47 ,
RFUCD9DSPCGWVU9E.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.663 ,USD, $0.82 ,
TM5BVAC3DZVKNYMJ.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.468 ,USD, $0.58 ,
TM5BVAC3DZVKNYMJ.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.381 ,USD, $0.47 ,
TM5BVAC3DZVKNYMJ.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.663 ,USD, $0.82 ,
ZEQTQFS4A668VA52.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.338 ,USD, $0.42 ,
ZEQTQFS4A668VA52.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.251 ,USD, $0.31 ,
ZEQTQFS4A668VA52.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.metal,16.00,32.00,0.00,EBS only,General purpose,16c / 32 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.533 ,USD, $0.66 ,
345QKXFFR2WS7TUF.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.134 ,USD, $0.17 ,
345QKXFFR2WS7TUF.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.108 ,USD, $0.13 ,
345QKXFFR2WS7TUF.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.258 ,USD, $0.32 ,
98C4MFAU5JQFSCDZ.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.084 ,USD, $0.10 ,
98C4MFAU5JQFSCDZ.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.063 ,USD, $0.08 ,
98C4MFAU5JQFSCDZ.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.133 ,USD, $0.16 ,
EWP3W5YGQ5BA6SSK.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.153 ,USD, $0.19 ,
EWP3W5YGQ5BA6SSK.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.131 ,USD, $0.16 ,
EWP3W5YGQ5BA6SSK.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.201 ,USD, $0.25 ,
GYZVFKB43M5MTNGJ.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.093 ,USD, $0.11 ,
GYZVFKB43M5MTNGJ.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.071 ,USD, $0.09 ,
GYZVFKB43M5MTNGJ.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.141 ,USD, $0.17 ,
TB89XTEKS7VRSQQV.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.144 ,USD, $0.18 ,
TB89XTEKS7VRSQQV.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,Reserved,3 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.123 ,USD, $0.15 ,
TB89XTEKS7VRSQQV.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.193 ,USD, $0.24 ,
VBB53B46M94SSY74.4NA7Y494T4.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.143 ,USD, $0.18 ,
VBB53B46M94SSY74.BPH4J8HBKS.6YS6EN2CT7,AWS,2019-06-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,Reserved,3 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.116 ,USD, $0.14 ,
VBB53B46M94SSY74.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,a1,a1.xlarge,4.00,8.00,0.00,EBS only,General purpose,4c / 8 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.266 ,USD, $0.33 ,
ARSNJGHUTUAWWTST.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.182 ,USD, $0.22 ,
ARSNJGHUTUAWWTST.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.224 ,USD, $0.28 ,
BHW7DF8DG6R59QR4.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Bring your own Licence,None,None,None,None,Public Cloud Compute,Per Hour, $0.164 ,USD, $0.20 ,
BUNC3SNGE2R8M99C.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.223 ,USD, $0.27 ,
BUNC3SNGE2R8M99C.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.293 ,USD, $0.36 ,
GA2AD2R3JP5FDEZU.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.134 ,USD, $0.17 ,
GA2AD2R3JP5FDEZU.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.180 ,USD, $0.22 ,
N27MVT7T3WHSFRRQ.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Bring your own Licence,None,None,None,None,Public Cloud Compute,Per Hour, $0.180 ,USD, $0.22 ,
NCHBVPU5BZ2PFC8N.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.158 ,USD, $0.19 ,
NCHBVPU5BZ2PFC8N.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.264 ,USD, $0.33 ,
PE5VDGA9M9MZ9QWF.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.203 ,USD, $0.25 ,
PE5VDGA9M9MZ9QWF.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.266 ,USD, $0.33 ,
T72BQ8E4ETD9K62R.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.122 ,USD, $0.15 ,
T72BQ8E4ETD9K62R.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.164 ,USD, $0.20 ,
WGC62K3FCMD4SHGT.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.173 ,USD, $0.21 ,
WGC62K3FCMD4SHGT.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.280 ,USD, $0.35 ,
ZD9RFCG9JNBVND5Q.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.200 ,USD, $0.25 ,
ZD9RFCG9JNBVND5Q.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.medium,2.00,1.70,350.00,SSD,Compute optimized,2c / 1.7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.240 ,USD, $0.30 ,
3F6P7YAHTGVC388K.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Bring your own Licence,None,None,None,None,Public Cloud Compute,Per Hour, $0.655 ,USD, $0.81 ,
3QQUCWU6XFP28TVF.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.679 ,USD, $0.84 ,
3QQUCWU6XFP28TVF.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.851 ,USD, $1.05 ,
4CVJP8XNTTXVWMEX.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.812 ,USD, $1.00 ,
4CVJP8XNTTXVWMEX.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.065 ,USD, $1.31 ,
59Q4KSERBANX76UJ.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Bring your own Licence,None,None,None,None,Public Cloud Compute,Per Hour, $0.721 ,USD, $0.89 ,
CMDB58FT3PAJJNGN.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.488 ,USD, $0.60 ,
CMDB58FT3PAJJNGN.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.655 ,USD, $0.81 ,
EK54ZSHDKEHRFWQM.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.893 ,USD, $1.10 ,
EK54ZSHDKEHRFWQM.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Windows,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $1.172 ,USD, $1.44 ,
EP5PPCBTHSCVHG6N.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.536 ,USD, $0.66 ,
EP5PPCBTHSCVHG6N.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),Linux,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.721 ,USD, $0.89 ,
RNAKXRN8J7A9RTKV.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.576 ,USD, $0.71 ,
RNAKXRN8J7A9RTKV.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Dedicated,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.821 ,USD, $1.01 ,
SMDWKRZHUJQERB6Q.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.618 ,USD, $0.76 ,
SMDWKRZHUJQERB6Q.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),RHEL,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.785 ,USD, $0.97 ,
TVUJM6WF7CP2SN3E.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.524 ,USD, $0.65 ,
TVUJM6WF7CP2SN3E.JRTCKXETXF.6YS6EN2CT7,AWS,2020-01-01,Virtual Machines,c1,c1.xlarge,8.00,7.00,1680.00,SSD,Compute optimized,8c / 7 GiB,Shared,On-Demand,On-Demand,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.755 ,USD, $0.93 ,
2BG99WQPENVWQTQS.4NA7Y494T4.6YS6EN2CT7,AWS,2016-10-31,Virtual Machines,c3,c3.2xlarge,8.00,15.00,160.00,SSD,Compute optimized,8c / 15 GiB,Dedicated,Reserved,1 Year Reserved,Asia Pacific (Sydney),SUSE,Licence Included,None,None,None,None,Public Cloud Compute,Per Hour, $0.470 ,USD, $0.58 ,
